Dungeness-A1,reactordetails.aspx?id=27570&rid=B1CF89C5-0FFA-4AF5-9581-51B180739D0E, GCR (Magnox), Shut down,50.9131,0.961755
Dungeness-A2,reactordetails.aspx?id=27570&rid=15FC9263-C73F-4729-A43D-A48577E8A5AE, GCR (Magnox), Shut down,50.9126,0.961755
Dungeness-B1,reactordetails.aspx?id=27570&rid=0557DBDB-8A6B-4F06-8C92-D7F0CD79BD00, AGR, Operating,50.9121,0.961755
Dungeness-B2,reactordetails.aspx?id=27570&rid=92980A75-F24B-4819-836D-38402AB14132, AGR, Operating,45.297,-93.5569
Elk River,reactordetails.aspx?id=27570&rid=EA4A48FA-54CB-48CF-AC1D-FF87D505CC0B, BWR, Shut down,-32.2315,-64.4423
Embalse,reactordetails.aspx?id=27570&rid=E213F3E8-D5D4-42A5-A5EB-A1FD47C5B3C0, PHWR, ,52.4706,7.32177
Emsland,reactordetails.aspx?id=27570&rid=C36BCEA2-B005-4B90-85BD-D1BCC582FD72, PWR, Operating,41.9602,-83.2573
Enrico Fermi-1,reactordetails.aspx?id=27570&rid=78230270-E82A-42E7-BF7F-BD5F6279816D, FBR, Shut down,41.9627,-83.2566
Enrico Fermi-2,reactordetails.aspx?id=27570&rid=2BB6B639-E648-4DE2-915D-B967A2EA3A2C, BWR, Operating,21.6,108.3
Fangchenggang 1 (Phase I  Unit 1) (Hongsha 1),reactordetails.aspx?id=27570&rid=F7FC748F-EA62-4DE4-83A4-EA189F2C5DCC, PWR, ,30.41633,120.95089
Fangjiashan 1 (Phase 1  Unit 1),reactordetails.aspx?id=27570&rid=4069644F-A747-48C7-B20D-DBB2ED759E00, PWR, Under construction,30.41133,120.95089
Fangjiashan 2 (Phase 1  unit 2),reactordetails.aspx?id=27570&rid=2E844995-4EEF-4965-9967-379423538CA3, PWR, Under construction,31.2231,-85.1145
Farley-1,reactordetails.aspx?id=27570&rid=8C6D8A76-4B5C-4780-BFE9-236686BDD880, PWR, Operating,31.2231,-85.1135
Farley-2,reactordetails.aspx?id=27570&rid=2153A64F-7A1D-42AA-913A-A882F254A841, PWR, Operating,47.903,7.56437
Fessenheim-1,reactordetails.aspx?id=27570&rid=65F6A5F2-0C60-45AE-8524-072E69A3C6B0, PWR, Operating,47.9029,7.56506
Fessenheim-2,reactordetails.aspx?id=27570&rid=099CBDF7-E85C-4586-A76A-24DB4D4B83BA, PWR, Operating,43.521,-76.4026
FitzPatrick,reactordetails.aspx?id=27570&rid=9FDEBB93-A352-496E-8250-C626D5B3CC58, BWR, Operating,49.5367,-1.88112
Flamanville-1,reactordetails.aspx?id=27570&rid=725E0440-335A-48D4-ABD2-3A596D05CA74, PWR, Operating,49.5367,-1.88058
Flamanville-2,reactordetails.aspx?id=27570&rid=090C6B88-0123-4B4B-90A5-90F4D4616D33, PWR, Operating,49.5395,-1.87719
Flamanville-3,reactordetails.aspx?id=27570&rid=E5D7193F-7C09-4956-87EE-B15FD00CDB28, PWR, Under construction,60.4047,18.1681
Forsmark-1,reactordetails.aspx?id=27570&rid=B005C127-1FB7-4178-8A26-E32A2D2727CC, BWR, Operating,60.4047,18.1702
Forsmark-2,reactordetails.aspx?id=27570&rid=6C74E4B6-C675-43FE-AAD4-76AB7B6AA14B, BWR, Operating,60.4068,18.1546
Forsmark-3,reactordetails.aspx?id=27570&rid=CE26E7BF-6631-431D-ABBA-7C47730F1CE6, BWR, Operating,41.5202,-96.076
Fort Calhoun-1,reactordetails.aspx?id=27570&rid=D4037F83-AF6C-48B9-B377-BCA7810DB8C6, PWR, Operating,40.2437,-104.874
Fort St Vrain,reactordetails.aspx?id=27570&rid=46F65259-F847-4D70-81B1-AF0AB1274509, HTGR, Shut down,35.7514,136.02
Fugen ATR,reactordetails.aspx?id=27570&rid=BEF90EA2-ED37-484A-88F9-3E1737C2496F, HWLWR, Shut down,37.42299,141.03225
Fukushima-Daiichi-1,reactordetails.aspx?id=27570&rid=04D40541-079D-438B-9293-C2D2AEFC1A19, BWR, Operating,37.42225,141.03212
Fukushima-Daiichi-2,reactordetails.aspx?id=27570&rid=CC440795-EE43-4031-AC0F-FF83926165D8, BWR, Operating,37.42111,141.03214
Fukushima-Daiichi-3,reactordetails.aspx?id=27570&rid=35848DE3-C72B-498B-913E-ACFE7297374A, BWR, Operating,37.41994,141.032
Fukushima-Daiichi-4,reactordetails.aspx?id=27570&rid=4B64BEA5-870C-414D-BB93-9232FCB67AD6, BWR, Operating,37.429,141.031
Fukushima-Daiichi-5,reactordetails.aspx?id=27570&rid=5C548E34-8BED-40B6-B405-08F06F8A48A8, BWR, Operating,37.429,141.031
Fukushima-Daiichi-6,reactordetails.aspx?id=27570&rid=F4CA8C29-34C9-4B6A-9046-537E467D17F8, BWR, Operating,37.3153,141.024
Fukushima-Daini-1,reactordetails.aspx?id=27570&rid=05957F06-157A-45B4-B6B6-3F66A989A05A, BWR, Operating,37.3153,141.025
Fukushima-Daini-2,reactordetails.aspx?id=27570&rid=A5078AF4-634B-4D64-A0C0-ACDA82CCDF7D, BWR, Operating,37.3153,141.026
Fukushima-Daini-3,reactordetails.aspx?id=27570&rid=EFAB6022-B9DB-4A7D-8C99-9008129169BE, BWR, Operating,37.3153,141.027
Fukushima-Daini-4,reactordetails.aspx?id=27570&rid=AEBA1559-824D-440C-BF41-9CAB9F8647F4, BWR, Operating,25.44296,119.4528
Fuqing-1 (Phase I unit 1),reactordetails.aspx?id=27570&rid=B4DBA4A5-1214-40DD-9260-371DD14F5DEF, PWR, Under construction,25.44041,119.45297
Fuqing-2 (Phase I unit 2),reactordetails.aspx?id=27570&rid=2A2CE521-B333-4D6B-8DD2-72113BF374CF, PWR, Under construction,44.1421,4.71256
G-2 (Marcoule),reactordetails.aspx?id=27570&rid=1778193B-0535-4D3D-85F7-39FB9C365112, GCR, Shut down,44.1421,4.71356
G-3 (Marcoule),reactordetails.aspx?id=27570&rid=C29F5577-2BAC-443C-A53B-CBAAAF8888A4, GCR, Shut down,41.2579,13.835
Garigliano,reactordetails.aspx?id=27570&rid=381BE604-82D3-4BE9-8BF6-9BF75CD94935, BWR, Shut down,33.5179,129.837
Genkai-1,reactordetails.aspx?id=27570&rid=865C0203-00C9-4D73-917E-9CB37D124EF4, PWR, Operating,33.5174,129.837
Genkai-2,reactordetails.aspx?id=27570&rid=0B3517A4-54C3-4D2F-937B-59EEE3F56446, PWR, Operating,33.5169,129.837
Genkai-3,reactordetails.aspx?id=27570&rid=FFB9B119-D6F7-4C4C-80EA-CFA7B5BE7A72, PWR, Operating,33.5164,129.837
Genkai-4,reactordetails.aspx?id=27570&rid=C5D9D7D8-A496-4A1D-875B-C1E32C490007, PWR, Operating,46.3946,-72.3567
Gentilly-1 (Demo),reactordetails.aspx?id=27570&rid=8895D3F7-2D84-4318-AFB6-612C56BD7E8D, HWLWR/CANDU, Shut down,46.3941,-72.3553
Gentilly-2,reactordetails.aspx?id=27570&rid=17152A96-0639-48DE-BC5B-374CF6248460, PHWR/CANDU, Operating,51.899,5.68683
GKN Dodewaard,reactordetails.aspx?id=27570&rid=9BDBF023-60C7-4060-9D53-094372F2A2FD, BWR, Shut down,47.3663,7.96898
Goesgen,reactordetails.aspx?id=27570&rid=B7E9EC07-4E5C-41BE-86F1-2F6377B194C7, PWR, Operating,44.1046,0.84536
Golfech-1,reactordetails.aspx?id=27570&rid=B3C148ED-439A-495D-9BD8-1513EF9300D2, PWR, Operating,44.1041,0.84536
Golfech-2,reactordetails.aspx?id=27570&rid=59059802-3E41-4CCD-89EA-ADF46484A14F, PWR, Operating,56.217,44.0633
Gorky-1,reactordetails.aspx?id=27570&rid=7FE9BBA2-DE76-4B19-81D0-F005FFDC80D5, BWR, Suspended indefinitely/Cancelled,56.217,44.0639
Gorky-2,reactordetails.aspx?id=27570&rid=13178B9A-3BE9-4D2A-B0B9-F9AEE81C421E, BWR, Suspended indefinitely/Cancelled,49.984,10.1857
Grafenrheinfeld,reactordetails.aspx?id=27570&rid=70EAE963-A020-4643-8BAB-68363957CE0D, PWR, Operating,32.0069,-91.0452
Grand Gulf-1,reactordetails.aspx?id=27570&rid=7CBF5B4F-1618-4262-AC28-312476106481, BWR, Operating,51.0139,2.13752
Gravelines-1,reactordetails.aspx?id=27570&rid=7551C4F8-D27C-4430-A54B-DC9295DF9430, PWR, Operating,51.0134,2.13752
Gravelines-2,reactordetails.aspx?id=27570&rid=9DEE2A33-1766-47CA-B592-C837C3E154C9, PWR, Operating,51.0129,2.13752
Gravelines-3,reactordetails.aspx?id=27570&rid=48FFC26A-05B3-4DF1-B804-9724AE7B3DE8, PWR, Operating,51.0124,2.13752
Gravelines-4,reactordetails.aspx?id=27570&rid=B881F11A-5F6E-445A-96DD-A8E7A41EC9B4, PWR, Operating,51.0119,2.13752
Gravelines-5,reactordetails.aspx?id=27570&rid=7BBCCA44-BCA9-4202-9CCC-4110AE064703, PWR, Operating,51.0114,2.13752
Gravelines-6,reactordetails.aspx?id=27570&rid=5AC83C08-DBFB-42B6-9EEB-2D2AB18E4A23, PWR, Operating,54.1427,13.6675
Greifswald-1,reactordetails.aspx?id=27570&rid=62C4FA42-973C-41B1-9FA1-5DFC16B14C32, PWR/VVER, Shut down,54.1432,13.6675
Greifswald-2,reactordetails.aspx?id=27570&rid=A608738E-AF6D-44B1-A5A4-0DECFAB6059A, PWR/VVER, Shut down,54.1437,13.6675
Greifswald-3,reactordetails.aspx?id=27570&rid=2535B69F-3BFF-4ED0-876A-7784EC4F92E8, PWR/VVER, Shut down,54.1442,13.6675
Greifswald-4,reactordetails.aspx?id=27570&rid=F5C8A852-FEB2-4751-8723-ED4DE47D5323, PWR/VVER, Shut down,54.1447,13.6675
Greifswald-5,reactordetails.aspx?id=27570&rid=F423060E-B2C1-40D8-9EBB-BF49D3BC2A8A, PWR/VVER, Shut down,54.1452,13.6675
Greifswald-6,reactordetails.aspx?id=27570&rid=D5F6D13D-17BC-4D1C-A4B9-4D64E8B59F96, PWR/VVER, Suspended indefinitely/Cancelled,52.0332,9.41151
Grohnde,reactordetails.aspx?id=27570&rid=C832A609-EA42-41F4-9E77-593591C673FF, PWR, Operating,50.0551,8.98527
Grosswelzheim,reactordetails.aspx?id=27570&rid=A37C3E8D-FDA6-42EE-B8ED-9F16F69B615C, BWR, Shut down,48.5131,10.4009
Gundremmingen KRB-A,reactordetails.aspx?id=27570&rid=3076148F-F798-4A3D-9E0A-F2ED3935CC7D, BWR, Shut down,48.5153,10.4037
Gundremmingen-B,reactordetails.aspx?id=27570&rid=BCA485C7-A0CB-4EBC-8082-DB7AED411202, BWR, Operating,48.5153,10.4042
Gundremmingen-C,reactordetails.aspx?id=27570&rid=2CEE3347-8BE5-46FE-A767-C1D4004EEDD6, BWR, Operating,34.4024,-80.1584
H B Robinson-2,reactordetails.aspx?id=27570&rid=ADFB30A9-A5BC-43AA-9628-C3ED1CA7CF57, PWR, Operating,41.4825,-72.5001
Haddam Neck,reactordetails.aspx?id=27570&rid=EF00AFC4-5D73-483A-A7CB-52C7B0A05277, PWR, Shut down,36.7042,121.3823
Hallam,reactordetails.aspx?id=27570&rid=420BF88B-9096-423A-97CE-702B3183A471, Na-graphite, Shut down,34.6213,138.141
Hamaoka-1,reactordetails.aspx?id=27570&rid=76C80BA9-9137-4CB7-B034-346D4F6A0F3F, BWR, Shut down,34.6208,138.141
Hamaoka-2,reactordetails.aspx?id=27570&rid=012427FC-4538-4760-9B31-8F28F956D1D6, BWR, Shut down,34.6203,138.141
Hamaoka-3,reactordetails.aspx?id=27570&rid=F485FEFC-6A08-43CF-9539-51E172FF9539, BWR, Operating,34.6198,138.141
Hamaoka-4,reactordetails.aspx?id=27570&rid=295F2469-0B81-4442-A3DB-4D6D242F9DCD, BWR, Operating,34.6193,138.141
Hamaoka-5,reactordetails.aspx?id=27570&rid=6468E47C-91A8-4E51-8603-CE5132DEDA51, ABWR, Operating,54.6339,-1.17961
Hartlepool-1,reactordetails.aspx?id=27570&rid=B0BD23BF-7DE6-454D-BDEF-17BEFCF61559, AGR, Operating,54.6336,-1.17961
Hartlepool-2,reactordetails.aspx?id=27570&rid=AF37C695-AAC7-4C6B-938C-59FCF6DAFDBA, AGR, Operating,36.3476,-86.087
Hartsville-A1,reactordetails.aspx?id=27570&rid=671C8A74-CF80-453D-9606-7D54239F9206, BWR, Suspended indefinitely/Cancelled,36.3462,-86.087
Hartsville-A2,reactordetails.aspx?id=27570&rid=BB150475-987A-4DB6-A048-3E86F6812353, BWR, Suspended indefinitely/Cancelled,31.9347,-82.3461
Hatch-1,reactordetails.aspx?id=27570&rid=7161C34A-9792-4082-AB75-3AEFDC4FB8DF, BWR, Operating,31.9343,-82.3461
Hatch-2,reactordetails.aspx?id=27570&rid=705C0AA7-7747-4162-ACC6-1E39EDA2B5B3, BWR, Operating,54.0287,-2.91227
Heysham-A1,reactordetails.aspx?id=27570&rid=968E4A80-5B0C-40A0-8CB3-93BA22393261, AGR, Operating,54.0282,-2.91227
Heysham-A2,reactordetails.aspx?id=27570&rid=83FD502D-0B36-4DC6-B21E-659DAF99310F, AGR, Operating,54.0277,-2.91227
Heysham-B1,reactordetails.aspx?id=27570&rid=B928A654-F209-48BA-9471-9A0AB760437C, AGR, Operating,54.0272,-2.91227
Heysham-B2,reactordetails.aspx?id=27570&rid=0C593F34-263E-4758-B697-186CC3825401, AGR, Operating,41.1856,141.388
Higashi-Dori-1 (TEPCO),reactordetails.aspx?id=27570&rid=830F75D0-B053-4BC1-B541-A3D882546EEE, ABWR, Planned,41.1881,141.393
Higashi-Dori-1 (Tohoku),reactordetails.aspx?id=27570&rid=094E9F7E-D76F-442F-B147-EE7A4AB7EB52, ABWR, Operating,41.1856,141.389
Higashi-Dori-2 (TEPCO),reactordetails.aspx?id=27570&rid=64AE8F73-2B94-4639-B820-43E3D48BDB29, ABWR, Planned,41.1856,141.39
Higashi-Dori-2 (Tohoku),reactordetails.aspx?id=27570&rid=AEB539C6-665F-48D9-A0E2-1B7FFE3DC418, ABWR, Planned,51.2092,-3.1305
Hinkley Point-A1,reactordetails.aspx?id=27570&rid=93D06003-E152-4EAF-A675-86E0E22088DE, GCR (Magnox), Shut down,51.2087,-3.1305
Hinkley Point-A2,reactordetails.aspx?id=27570&rid=1586B111-0EE5-4A79-98D9-CB0EC218BECC, GCR (Magnox), Shut down,51.2082,-3.1305
Hinkley Point-B1,reactordetails.aspx?id=27570&rid=742C04F8-BF8B-439A-B047-DF5A4CB80A75, AGR, Operating,51.2077,-3.1305
Hinkley Point-B2,reactordetails.aspx?id=27570&rid=A4112A45-5695-4143-B5B3-4A22DF56A551, AGR, Operating,51.2087,-3.1305
Hinkley Point-C1,reactordetails.aspx?id=27570&rid=2DE0790A-8669-44B9-8DC7-009C2D6B4330, PWR, Planned,51.2087,-3.1305
Hinkley Point-C2,reactordetails.aspx?id=27570&rid=F762B99A-5884-4916-BF48-64F664F00424, PWR, Planned,39.80887,121.46733
Hongyanhe 1,reactordetails.aspx?id=27570&rid=FD4A809C-C612-4D0B-B7DC-42A9CEBEC226, PWR, Under construction,39.80689,121.46742
Hongyanhe 2,reactordetails.aspx?id=27570&rid=7A1822BB-B80E-493D-98A1-2621628729CC, PWR, Under construction,39.80511,121.4675
Hongyanhe 3,reactordetails.aspx?id=27570&rid=0FA8A566-9912-4B4A-A6BE-70A6EDB6AE73, PWR, Under construction,39.80399,121.4675
Hongyanhe 4,reactordetails.aspx?id=27570&rid=0C79EFD4-3596-401E-B59E-8166E8481604, PWR, Under construction,39.4668,-75.5354
Hope Creek-1,reactordetails.aspx?id=27570&rid=3257CD28-EE7B-4910-8210-96A9081D897F, BWR, Operating,40.7406,-124.21
Humboldt Bay,reactordetails.aspx?id=27570&rid=FEBEFAA4-3DA8-45D4-89B2-1C0E6974185B, BWR, Shut down,55.722,-4.89341
Hunterston-A1,reactordetails.aspx?id=27570&rid=BC3A5E7B-524A-439C-B69C-B059CBEF227D, GCR (Magnox), Shut down,55.7215,-4.89341
Hunterston-A2,reactordetails.aspx?id=27570&rid=F79C4D65-8329-43D9-B970-32BDA7F0CEF0, GCR (Magnox), Shut down,55.721,-4.89341
Hunterston-B1,reactordetails.aspx?id=27570&rid=6307E01D-DB5B-4576-BBE2-4E7120C68628, AGR, Operating,55.7205,-4.89341
Hunterston-B2,reactordetails.aspx?id=27570&rid=B3A6FE59-5EB5-4CD2-83FC-5FED2A9BA7C6, AGR, Operating,55.6038,26.5621
Ignalina-1,reactordetails.aspx?id=27570&rid=E4F69135-89DF-488D-8403-5DC5259CFF00, LWGR/RBMK, Shut down,55.6038,26.5631
Ignalina-2,reactordetails.aspx?id=27570&rid=BADB1626-77F5-4242-AD3A-61641D692447, LWGR/RBMK, Shut down,33.491,132.309
Ikata-1,reactordetails.aspx?id=27570&rid=6E2E7B65-FCAA-4767-AEB5-01C9909E0EE3, PWR, Operating,33.491,132.31
Ikata-2,reactordetails.aspx?id=27570&rid=125597EF-3AA1-4D26-BE7E-CF60ED5BF3C5, PWR, Operating,33.4908,132.312
Ikata-3,reactordetails.aspx?id=27570&rid=0B421008-A149-49CF-8EE4-25A764FF821D, PWR, Operating,41.2698,-73.9497
Indian Point-1,reactordetails.aspx?id=27570&rid=0CC41216-4812-49EC-82BE-7BAE5102C057, PWR, Shut down,41.2693,-73.9497
Indian Point-2,reactordetails.aspx?id=27570&rid=2201C48B-A08D-4737-B532-F7296E7F2DE6, PWR, Operating,41.2688,-73.9497
Indian Point-3,reactordetails.aspx?id=27570&rid=EDD2247D-5670-4562-9B93-4E3246E5CC45, PWR, Operating,48.607,12.2958
Isar-1,reactordetails.aspx?id=27570&rid=C9D21CB3-DB2F-4ABB-81BC-51EEFC0424B3, BWR, Operating,48.6069,12.2958
Isar-2,reactordetails.aspx?id=27570&rid=E5693E0E-D279-4584-9D69-85DB334A7D90, PWR, Operating,40.3624,-2.81819
Jose Cabrera-1 (Zorita),reactordetails.aspx?id=27570&rid=E9470637-4857-4D56-B49F-B7662E509FEB, PWR, Shut down,50.9026,6.42079
Juelich AVR,reactordetails.aspx?id=27570&rid=2E75E0B0-C157-4CCA-94BA-646387E25449, HTGR, Shut down,22.0664,-80.507
Juragua-1,reactordetails.aspx?id=27570&rid=AC9EA652-4D84-439D-8A5A-43A86D8F8CE3, PWR/VVER, Suspended indefinitely/Cancelled,22.0668,-80.5081
Juragua-2,reactordetails.aspx?id=27570&rid=985A2615-BADD-433B-ABBC-54189587C81B, PWR/VVER, Suspended indefinitely/Cancelled,50.0592,8.98651
Kahl VAK ,reactordetails.aspx?id=27570&rid=86E36871-C881-494C-B044-178E35E33079, BWR, Shut down,14.8652,74.4381
Kaiga-1,reactordetails.aspx?id=27570&rid=698C96DD-C4D3-48E9-8714-3308BE98AFE1, PHWR, Operating,14.8652,74.4384
Kaiga-2,reactordetails.aspx?id=27570&rid=9DFA24FC-460F-4371-9A9A-6481AF889432, PHWR, Operating,14.8653,74.4418
Kaiga-3,reactordetails.aspx?id=27570&rid=24CAC5B9-4E7B-41AE-B84A-8546108D3F43, PHWR, Operating,14.8653,74.4422
Kaiga-4,reactordetails.aspx?id=27570&rid=5F3BE768-D03C-4994-98B6-BD8E1A521B8E, PHWR, Under construction,14.868,74.4418
Kaiga-5,reactordetails.aspx?id=27570&rid=7FDD30C7-C383-4D83-9253-B511F2F20A92, ,,14.868,74.4422
Kaiga-6,reactordetails.aspx?id=27570&rid=6499CC17-C551-4519-A304-BE538414C884, ,,21.2355,73.3507
Kakrapar-1,reactordetails.aspx?id=27570&rid=BCE815F2-ABA4-4588-B598-19088283F625, PHWR, Operating,21.2352,73.3507
Kakrapar-2,reactordetails.aspx?id=27570&rid=0D0443B2-04C4-420D-BF26-7285A306CD62, PHWR, Operating,21.2352,73.3507
Kakrapar-3,reactordetails.aspx?id=27570&rid=48BB627B-CE68-46C1-85FA-D32A1A965AF7, ,,21.2346,73.3507
Kakrapar-4,reactordetails.aspx?id=27570&rid=6F28BB71-12C3-4C96-9F27-8BF617189D08, ,,57.9028,35.0571
Kalinin-1,reactordetails.aspx?id=27570&rid=00DE2664-2032-4353-BFCF-971B520E3364, PWR/VVER, Operating,57.9039,35.0586
Kalinin-2,reactordetails.aspx?id=27570&rid=9906A834-76F1-44B5-8F30-8F2361C0C3C3, PWR/VVER, Operating,57.9051,35.0606
Kalinin-3,reactordetails.aspx?id=27570&rid=61F53C9E-BB4E-4757-BE7B-74DB452C80F8, PWR/VVER, Operating,57.9062,35.062
Kalinin-4,reactordetails.aspx?id=27570&rid=9F86C709-A6E6-4EED-B22D-A1DF44E3926D, PWR/VVER, Under construction,51.7634,6.32822
Kalkar (SN300),reactordetails.aspx?id=27570&rid=FD7C7C94-2A20-4A96-AAF8-C720AFA2D086, FBR, Suspended indefinitely/Cancelled,12.5531,80.174
Kalpakkam (PFBR),reactordetails.aspx?id=27570&rid=0E70CA85-1DDC-44A1-9CB2-A70A8B3F5105, FBR, Under construction,12.5571,80.177
Kalpakkam-1 (Madras-1 / MAPS1),reactordetails.aspx?id=27570&rid=52D4E3C9-19EE-4B04-905F-6DB04C8B16A1, PHWR, Operating,12.5571,80.177
Kalpakkam-2 (Madras-2 / MAPS2),reactordetails.aspx?id=27570&rid=12C5CDF9-E5A8-4539-B3C5-8CF8539256CF, PHWR, Operating,24.8451,66.7895
Karachi-1 (Kanupp-1),reactordetails.aspx?id=27570&rid=D45A7FC7-B243-4356-AA3A-B76728DE1276, PHWR, Operating,49.104,8.43215
Karlsruhe MZFR,reactordetails.aspx?id=27570&rid=8EA5FD4D-2E6E-42E2-B00E-30DF735675CB, PHWR, Shut down,37.434,138.598
Kashiwazaki Kariwa-1,reactordetails.aspx?id=27570&rid=51B9205F-B6CB-4FA0-8078-5D638DB55418, BWR, Operating,37.4335,138.598
Kashiwazaki Kariwa-2,reactordetails.aspx?id=27570&rid=5AC45B66-A465-4476-B6C9-EF65943AA8A2, BWR, Operating,37.433,138.598
Kashiwazaki Kariwa-3,reactordetails.aspx?id=27570&rid=3829B933-D006-4BAB-B94B-FD4A13C94751, BWR, Operating,37.4325,138.598
Kashiwazaki Kariwa-4,reactordetails.aspx?id=27570&rid=7C4FF650-B35B-4EA3-9A5A-680EF49B18C9, BWR, Operating,37.432,138.598
Kashiwazaki Kariwa-5,reactordetails.aspx?id=27570&rid=94944EDA-B345-47D8-AB2C-5084E1B636A2, BWR, Operating,37.4315,138.598
Kashiwazaki Kariwa-6,reactordetails.aspx?id=27570&rid=F72260E4-2D2B-4C3C-8FFF-9C9EC884BB00, ABWR, Operating,37.431,138.598
Kashiwazaki Kariwa-7,reactordetails.aspx?id=27570&rid=A597DC70-304F-47F7-B805-703C3965FEAA, ABWR, Operating,44.4696,-87.498
Kewaunee,reactordetails.aspx?id=27570&rid=F15273F6-1296-4162-8AA6-7748B555CDE6, PWR, Operating,50.3007,26.6493
Khmelnitski-1,reactordetails.aspx?id=27570&rid=FD0E5A15-760C-4902-9947-88CDC69F4ED9, PWR/VVER, Operating,50.3012,26.6471
Khmelnitski-2,reactordetails.aspx?id=27570&rid=B7247D05-F772-48FA-9CD7-AD8CA9A01752, PWR/VVER, Operating,50.3016,26.645
Khmelnitski-3,reactordetails.aspx?id=27570&rid=7D9827C9-DC5A-4CF4-AD1C-07B68DF34C62, PWR/VVER, Planned,50.3022,26.643
Khmelnitski-4,reactordetails.aspx?id=27570&rid=46704D60-B4D9-4DFA-AC24-754588984548, PWR/VVER, Suspended indefinitely/Cancelled,49.0975,8.441
KNK-II,reactordetails.aspx?id=27570&rid=E405D347-C92A-4C4D-AD33-2FA8893988B4, FBR, Shut down,-33.6773,18.4334
Koeberg-1,reactordetails.aspx?id=27570&rid=F14AE942-0FEF-46BF-8B6E-B259D7A74D87, PWR, Operating,-33.6773,18.4344
Koeberg-2,reactordetails.aspx?id=27570&rid=5440CDCD-4800-4EA8-9C3E-2627B87E67FF, PWR, Operating,67.4667,32.4913
Kola-1,reactordetails.aspx?id=27570&rid=9C5F32BA-B8F5-4762-9141-6B78975C9FF9, PWR/VVER, Operating,67.4667,32.4923
Kola-2,reactordetails.aspx?id=27570&rid=D954708A-8795-4910-AF2D-3D3F5788F5F7, PWR/VVER, Operating,67.4667,32.4933
Kola-3,reactordetails.aspx?id=27570&rid=F8A1D00B-C778-47AD-B337-A68C6A91B91A, PWR/VVER, Operating,67.4667,32.4943
Kola-4,reactordetails.aspx?id=27570&rid=9013EF9A-54FD-4A0D-ABF7-DA63A01D5D2F, PWR/VVER, Operating,35.3212,129.295
Kori-1,reactordetails.aspx?id=27570&rid=61A32EAF-8569-4877-81A0-ABE48E29AD1A, PWR, Operating,35.3212,129.296
Kori-2,reactordetails.aspx?id=27570&rid=07CD708A-F7B5-4182-93EF-B7297753F4C3, PWR, Operating,35.3212,129.297
Kori-3,reactordetails.aspx?id=27570&rid=EA2966B7-E341-457E-B018-5D90610FA71D, PWR, Operating,35.3212,129.298
Kori-4,reactordetails.aspx?id=27570&rid=D71EDF27-9BC5-490E-BBBF-05F5F209760B, PWR, Operating,43.7437,23.776
Kozloduy-1,reactordetails.aspx?id=27570&rid=C5F6A243-76F1-4CF9-8F95-D596270044F2, PWR/VVER, ,43.7437,23.777
Kozloduy-2,reactordetails.aspx?id=27570&rid=A39607FC-7854-411A-8499-E10845813545, PWR/VVER, ,43.7437,23.778
Kozloduy-3,reactordetails.aspx?id=27570&rid=7068C6DE-FA26-45BA-B6B7-69B16D78F7C2, PWR/VVER, ,43.7437,23.779
Kozloduy-4,reactordetails.aspx?id=27570&rid=A523F452-D0D7-4E9B-A2A3-B09D2BB127AF, PWR/VVER, ,43.746647,23.769614
Kozloduy-5,reactordetails.aspx?id=27570&rid=1942CF46-25D1-4013-B126-96E4A198CAE7, PWR/VVER, ,43.7463,23.7709
Kozloduy-6,reactordetails.aspx?id=27570&rid=F28AC69F-0C6E-4B9E-8D95-5CA247E42B2A, PWR/VVER, ,45.9389,15.516
Krsko,reactordetails.aspx?id=27570&rid=11EC11FA-0BF9-4F26-B8CF-A93239A0B3CF, PWR, Operating,53.4104,10.4097
Krummel,reactordetails.aspx?id=27570&rid=274B7669-BD74-48D2-8BC5-BDE54B6D0662, BWR, Operating,8.16705,77.7126
Kudankulam-1,reactordetails.aspx?id=27570&rid=E8029BB2-8BC2-489D-B25F-F41E6A665E39, PWR/VVER, Under construction,8.16666,77.7127
Kudankulam-2,reactordetails.aspx?id=27570&rid=B24B736D-95DA-4362-8CD8-129092EB5A12, PWR/VVER, Under construction,25.2025,121.662
Kuosheng-1,reactordetails.aspx?id=27570&rid=40CD3976-A579-40DA-98FE-7FD5197960DE, BWR, Operating,25.203,121.662
Kuosheng-2,reactordetails.aspx?id=27570&rid=858BB9B4-7AE5-4B05-875A-CF65355FC38B, BWR, Operating,51.674,35.6067
Kursk-1,reactordetails.aspx?id=27570&rid=607D0455-64CE-4C4E-9DAD-6107798355D4, LWGR/RBMK, Operating,51.6735,35.6067
Kursk-2,reactordetails.aspx?id=27570&rid=CA571195-C3E8-44E4-AA0A-A6B8E91B330C, LWGR/RBMK, Operating,51.673,35.6067
Kursk-3,reactordetails.aspx?id=27570&rid=0CF3A89F-FBD6-4A90-97DC-4BE0695500AB, LWGR/RBMK, Operating,51.6725,35.6067
Kursk-4,reactordetails.aspx?id=27570&rid=DBB6CDAD-2649-449F-A6EB-0601C8EF4637, LWGR/RBMK, Operating,51.672,35.6067
Kursk-5,reactordetails.aspx?id=27570&rid=8C3D3BE1-7606-4876-B858-2A8B37E9E06F, LWGR/RBMK, Construction suspended,43.5592,-91.23
LaCrosse,reactordetails.aspx?id=27570&rid=7EDACEF9-3998-404D-9F79-9FDF72DEFC12, BWR, Shut down,19.7189,-96.4049
